Train No,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,SU,M,TU,W,TH,F,SA,Class,Distance,Speed,Return
22479,Jaisalmer-Bikaner Ex...,SF,NWR,,,JSM,23:55,BKN,05:20,5h 25m,6,S,M,T,W,T,F,S,2S,318 km,58 km/hr,22480
22480,Bikaner-Jaisalmer Ex...,SF,NWR,,,BKN,23:10,JSM,04:50,5h 40m,6,S,M,T,W,T,F,S,2S,318 km,56 km/hr,22479
22481,Jodhpur - Delhi Sara...,SF,NWR,,,JU,19:00,DEE,05:35,10h 35m,17,S,,,W,,,,SL 3A 2A,620 km,58 km/hr,22482
22482,Delhi Sarai Rohilla-...,SF,NWR,,,DEE,22:25,JU,09:10,10h 45m,17,,M,,,T,,,SL 3A 2A,620 km,57 km/hr,22481
22483,Jodhpur Gandhidham S...,SF,NWR,,,JU,20:50,GIMB,06:30,9h 40m,11,S,,T,,,F,,SL 3A,560 km,57 km/hr,22484
22484,Gandhidham Jodhpur S...,SF,NWR,,,GIMB,20:35,JU,06:05,9h 30m,11,,M,,W,,,S,SL 3A,560 km,58 km/hr,22483
22487,Radhikapur - Anand V...,SF,NR,,,RDP,20:00,ANVT,21:00,25h 0m,17,S,M,T,W,T,F,S,SL 3A,1366 km,54 km/hr,12488-Slip
22511,Mumbai LTT - Kamakhy...,SF,NFR,,,LTT,11:30,KYQ,18:25,54h 55m,24,,,,W,,,,SL 3A 2A,2941 km,53 km/hr,22512
22512,Kamakhya - Mumbai LT...,SF,NFR,,,KYQ,18:00,LTT,23:15,53h 15m,24,,,,,,,S,SL 3A 2A,2941 km,55 km/hr,22511
22601,Chennai-Sainagar Shi...,SF,SR,,,MAS,10:10,SNSI,11:30,25h 20m,21,,,,W,,,,SL 3A 2A,1390 km,54 km/hr,22602
22602,Sainagar Shirdi - Ch...,SF,SR,,,SNSI,08:25,MAS,09:40,25h 15m,22,,,,,,F,,SL 3A 2A,1390 km,55 km/hr,22601
22603,Kharagpur - Villupur...,SF,SR,,,KGP,14:10,VM,22:10,32h 0m,18,,,,,T,F,,SL 3A 2A,1778 km,55 km/hr,22604
22604,Villupuram - Kharagp...,SF,SR,,,VM,11:40,KGP,19:30,31h 50m,18,,,T,W,,,,SL 3A 2A,1778 km,55 km/hr,22603
22605,Purulia-Villupuram W...,SF,SR,,,PRR,10:35,VM,22:10,35h 35m,28,,M,,,,,,SL 3A 2A,1985 km,55 km/hr,22606
22606,Villupuram - Purulia...,SF,SR,,,VM,11:40,PRR,23:10,35h 30m,28,,,,,,,S,SL 3A 2A,1985 km,55 km/hr,22605
22607,Ernakulam-Bengaluru ...,SF,SR,,,ERS,17:00,SBC,04:20,11h 20m,12,S,,,,,,,SL 3A 2A,612 km,53 km/hr,22608
22608,Bengaluru City-Ernak...,SF,SR,,,SBC,18:45,ERS,06:05,11h 20m,12,,M,,,,,,SL 3A 2A,612 km,53 km/hr,22607
22609,Mangalore Coimbatore...,SF,SR,,,MAQ,11:45,CBE,19:10,7h 25m,12,S,M,T,W,T,F,S,2S CC,407 km,54 km/hr,22610
22610,Coimbatore Mangalor...,SF,SR,,,CBE,06:30,MAQ,13:50,7h 20m,12,S,M,T,W,T,F,S,2S CC,407 km,55 km/hr,22609
22611,Chennai-NewJalpaigur...,SF,SR,,,MAS,11:00,NJP,05:05,42h 5m,20,,,,W,,,,SL 3A 2A,2303 km,54 km/hr,22612
22612,New Jalpaiguri-Chenn...,SF,SR,,,NJP,21:15,MAS,14:55,41h 40m,20,,,,,,F,,SL 3A 2A,2303 km,55 km/hr,22611
22613,Sangrami SF Weekly E...,SF,SR,,,MAS,14:40,HLZ,18:10,27h 30m,13,,,,,T,,,SL 3A,1660 km,60 km/hr,22614
22614,Sangrami SF Weekly E...,SF,SR,,,HLZ,11:30,MAS,17:00,29h 30m,13,,,,,,,S,SL 3A,1660 km,56 km/hr,22613
22615,Tirupati-Coimbatore ...,SF,SR,,,TPTY,14:50,CBE,22:40,7h 50m,6,,M,,W,T,,S,2S CC,469 km,59 km/hr,22616
22616,Coimbatore-Tirupati ...,SF,SR,,,CBE,06:00,TPTY,13:40,7h 40m,6,S,,T,,T,F,,2S CC,469 km,61 km/hr,22615
22617,Bengaluru City -Tiru...,SF,SR,,,SBC,07:40,TPTY,13:40,6h 0m,6,,M,,W,,,S,2S CC,334 km,55 km/hr,22618
22618,Tirupati - Bengaluru...,SF,SR,,,TPTY,14:50,SBC,20:40,5h 50m,6,S,,T,,,F,,2S CC,334 km,57 km/hr,22617
22619,Bilaspur - Tirunelve...,SF,SR,,,BSP,08:10,TEN,05:00,44h 50m,27,,,T,,,,,SL 3A 2A,2494 km,55 km/hr,22620
22620,Tirunelveli - Bilas...,SF,SR,,,TEN,01:15,BSP,21:35,44h 20m,27,S,,,,,,,SL 3A 2A,2494 km,56 km/hr,22619
22621,Rameswaram - Kanyaku...,SF,SR,,,RMM,20:45,CAPE,04:05,7h 20m,10,,M,,,T,,S,SL 3A,407 km,55 km/hr,22622
22622,Kanyakumari - Ramesw...,SF,SR,,,CAPE,22:00,RMM,05:20,7h 20m,10,S,,T,,,F,,SL 3A,407 km,55 km/hr,22621
22623,Chennai Egmore-Madur...,SF,SR,,,MS,22:45,MDU,08:50,10h 5m,9,S,,,,,F,,SL 3A 2A 1A,558 km,55 km/hr,22624
22624,Madurai-Chennai Egmo...,SF,SR,,,MDU,21:15,MS,07:20,10h 5m,9,,,,,T,,S,SL 3A 2A 1A,558 km,55 km/hr,22623
22625,Chennai - Bengaluru ...,DD,SR,,,MAS,07:25,SBC,13:10,5h 45m,7,S,M,T,W,T,F,S,CC,358 km,62 km/hr,22626
22626,Bengaluru - Chennai ...,DD,SR,,,SBC,14:30,MAS,20:30,6h 0m,8,S,M,T,W,T,F,S,CC,358 km,59 km/hr,22625
22627,Tiruchirappalli - Ti...,SF,SR,,,TPJ,07:15,TEN,13:00,5h 45m,6,S,M,T,W,T,F,S,2S CC,313 km,54 km/hr,22628
22628,Tirunelveli -Tiruchi...,SF,SR,,,TEN,14:15,TPJ,20:00,5h 45m,6,S,M,T,W,T,F,S,2S CC,313 km,54 km/hr,22627
22629,Mumbai Dadar (T) - T...,SF,SR,,,DR,20:40,TEN,04:00,31h 20m,24,,,,,,F,,SL 3A 2A,1753 km,55 km/hr,22630
22630,Tirunelveli - Mumbai...,SF,SR,,,TEN,07:10,DR,15:10,32h 0m,24,,,,W,,,,SL 3A 2A,1753 km,54 km/hr,22629
22631,Anuvrat AC SF Expres...,ACSF,SR,,,MAS,21:10,BKN,18:00,44h 50m,30,,,,,T,,,3A 2A 1A,2564 km,57 km/hr,22632
22632,Anuvrat AC SF Expres...,ACSF,SR,,,BKN,14:50,MAS,10:10,43h 20m,30,S,,,,,,,3A 2A 1A,2564 km,59 km/hr,22631
22633,Trivandrum Central -...,SF,SR,,,TVC,14:15,NZM,14:15,48h 0m,27,,,,W,,,,SL 3A 2A,2846 km,59 km/hr,22634
22634,Hazrat Nizamuddin - ...,SF,SR,,,NZM,23:35,TVC,02:40,51h 5m,27,,,,,,F,,SL 3A 2A,2846 km,55 km/hr,22633
22635,Madgaon - Mangalore ...,SF,SR,,,MAO,16:15,MAQ,22:00,5h 45m,8,S,M,T,W,T,F,S,2S CC,320 km,55 km/hr,22636
22636,Mangalore - Madgaon ...,SF,SR,,,MAQ,08:15,MAO,14:00,5h 45m,8,S,M,T,W,T,F,S,2S CC,320 km,55 km/hr,22635
22637,West Coast SF Expres...,SF,SR,,,MAS,11:30,MAQ,03:55,16h 25m,29,S,M,T,W,T,F,S,SL 3A 2A,901 km,54 km/hr,22638
22638,West Coast SF Expres...,SF,SR,,,MAQ,22:20,MAS,14:40,16h 20m,30,S,M,T,W,T,F,S,SL 3A 2A,901 km,55 km/hr,22637
22639,Chennai-Alappuzha SF...,SF,SR,,,MAS,20:45,ALLP,10:30,13h 45m,23,S,M,T,W,T,F,S,SL 3A 2A,756 km,55 km/hr,22640
22640,Alappuzha-Chennai SF...,SF,SR,,,ALLP,16:05,MAS,05:50,13h 45m,24,S,M,T,W,T,F,S,SL 3A 2A,756 km,55 km/hr,22639
22641,Trivandrum Central-S...,SF,SR,,,TVC,17:00,SHM,13:50,44h 50m,35,,,,,T,,S,SL 3A 2A,2564 km,57 km/hr,22642
22642,Shalimar-Trivandrum ...,SF,SR,,,SHM,23:00,TVC,20:45,45h 45m,35,S,,T,,,,,SL 3A 2A,2564 km,56 km/hr,22641
22643,Ernakulam-Patna SF E...,SF,SR,,,ERS,17:10,PNBE,20:00,50h 50m,41,,M,T,,,,,SL 3A 2A,2786 km,54 km/hr,22644
22644,Patna - Ernakulam SF...,SF,SR,,,PNBE,14:00,ERS,16:10,50h 10m,39,,,,,T,F,,SL 3A 2A,2786 km,55 km/hr,22643
22645,Ahilya Nagari Expres...,SF,SR,,,INDB,16:40,TVC,17:15,48h 35m,50,,M,,,,,,SL 3A 2A,2651 km,54 km/hr,22646
22646,Ahilya Nagari Expres...,SF,SR,,,TVC,06:10,INDB,05:15,47h 5m,49,,,,,,,S,SL 3A 2A,2651 km,56 km/hr,22645
22647,Korba - Thiruvananth...,SF,SR,,,KRBA,19:40,TVC,17:15,45h 35m,53,,,,W,,,S,SL 3A 2A,2511 km,55 km/hr,22648
22648,Trivandrum Central -...,SF,SR,,,TVC,06:10,KRBA,03:50,45h 40m,53,,M,,,T,,,SL 3A 2A,2511 km,54 km/hr,22647
22649,Yercaud SF Express,SF,SR,,,MAS,22:40,ED,05:50,7h 10m,16,S,M,T,W,T,F,S,SL 3A 2A 1A,393 km,54 km/hr,22650
22650,Yercaud SF Express,SF,SR,,,ED,21:00,MAS,04:05,7h 5m,16,S,M,T,W,T,F,S,SL 3A 2A 1A,393 km,55 km/hr,22649
22651,Chennai Central - Pa...,SF,SR,,,MAS,21:40,PLNI,07:30,9h 50m,13,S,M,T,W,T,F,S,2S SL 3A 2A 1A,551 km,56 km/hr,22652
22652,Palani - Chennai Cen...,SF,SR,,,PLNI,18:15,MAS,04:15,10h 0m,14,S,M,T,W,T,F,S,2S SL 3A 2A 1A,551 km,55 km/hr,22651
22653,Trivandrum Central -...,SF,SR,,,TVC,00:30,NZM,02:00,49h 30m,26,,,,,,,S,SL 3A 2A,2858 km,57 km/hr,22654
22654,Delhi Hazrat Nizamud...,SF,SR,,,NZM,10:05,TVC,14:20,52h 15m,26,,M,,,,,,SL 3A 2A,2858 km,54 km/hr,22653
22655,Trivandrum - H. Niza...,SF,SR,,,TVC,01:00,NZM,02:00,49h 0m,26,,,,W,,,,SL 3A 2A,2846 km,58 km/hr,22656
22656,H. Nizamuddin - Triv...,SF,SR,,,NZM,10:05,TVC,14:20,52h 15m,26,,,,,,F,,SL 3A 2A,2846 km,54 km/hr,22655
22659,Kochuveli - Dehradun...,SF,SR,,,KCVL,08:45,DDN,18:10,57h 25m,22,,,,,,F,,SL 3A,3154 km,54 km/hr,
22660,Dehradun - Kochuveli...,SF,SR,,,DDN,05:50,KCVL,15:15,57h 25m,24,,M,,,,,,SL 3A,3154 km,54 km/hr,22659
22679,Yesvantpur - Katra P...,Prm,SWR,,,YPR,11:30,SVDK,19:45,56h 15m,10,,,,,,,S,SL 3A 2A,3028 km,53 km/hr,22680
22680,Katra - Yesvantpur P...,Prm,SWR,,,SVDK,05:40,YPR,15:00,57h 20m,11,,,T,,,,,SL 3A 2A,3267 km,56 km/hr,22679
22681,Mysuru-Chennai Weekl...,SF,SWR,,,MYS,20:10,MAS,05:15,9h 5m,10,,,,W,,,,SL 3A 2A,496 km,54 km/hr,22682
22682,Chennai-Mysuru Weekl...,SF,SWR,,,MAS,23:30,MYS,08:20,8h 50m,9,,,,,T,,,SL 3A 2A,496 km,56 km/hr,22681
22683,Yesvantpur - Lucknow...,SF,SWR,,,YPR,23:40,LKO,18:50,43h 10m,30,,M,,,,,,SL 3A 2A,2345 km,54 km/hr,22684
22684,Lucknow - Yesvantpur...,SF,SWR,,,LKO,18:30,YPR,13:30,43h 0m,29,,,,,T,,,SL 3A 2A,2333 km,54 km/hr,22683
22685,Yesvantpur-Chandigar...,SKr,SWR,,,YPR,13:45,CDG,18:20,52h 35m,16,,,,W,,,S,SL 3A 2A 1A,2866 km,54 km/hr,22686
22686,Chandigarh-Yesvantpu...,SKr,SWR,,,CDG,03:15,YPR,06:20,51h 5m,16,,,T,,,,S,SL 3A 2A 1A,2866 km,56 km/hr,22685
22688,Chandigarh - Madurai...,SF,SR,,,CDG,07:50,MDU,12:45,52h 55m,29,,M,,,,F,,SL 3A,3080 km,58 km/hr,12687-Slip
22691,Bengaluru City - Del...,Raj,SWR,,,SBC,20:00,NZM,05:55,33h 55m,10,S,M,,W,T,,,3A 2A 1A,2534 km,74 km/hr,22692
22692,Delhi Hazrat Nizamud...,Raj,SWR,,,NZM,20:45,SBC,06:40,33h 55m,10,,M,T,,,F,S,3A 2A 1A,2534 km,74 km/hr,22691
22693,Bengaluru City - Del...,Raj,SWR,,,SBC,20:00,NZM,05:55,33h 55m,6,,,T,,,F,S,3A 2A 1A,2295 km,67 km/hr,22694
22694,Delhi Hazrat Nizamud...,Raj,SWR,,,NZM,20:45,SBC,06:40,33h 55m,6,S,,,W,T,,,3A 2A 1A,2295 km,67 km/hr,22693
22695,Yesvantpur - Jaipur ...,Prm,SWR,,,YPR,11:30,JP,06:35,43h 5m,12,,,,,T,,,SL 3A 2A,2447 km,56 km/hr,22696
22696,Jaipur - Yesvantpur ...,Prm,SWR,,,JP,22:15,YPR,17:55,43h 40m,13,,,,,,,S,SL 3A 2A,2447 km,56 km/hr,22695
22801,Visakhapatnam - Chen...,SF,ECoR,,,VSKP,18:55,MAS,09:30,14h 35m,14,,,,,,F,,SL 3A 2A,804 km,55 km/hr,22802
22802,Chennai - Visakhapat...,SF,ECoR,,,MAS,21:10,VSKP,11:00,13h 50m,14,,,,,,,S,SL 3A 2A,804 km,58 km/hr,22801
22803,Howrah - Sambalpur (...,SF,ECoR,,,HWH,20:55,SBP,07:45,10h 50m,9,,,,,,,S,SL 3A 2A,659 km,60 km/hr,22804
22804,Sambalpur - Howrah (...,SF,ECoR,,,SBP,19:55,HWH,07:05,11h 10m,9,,,,,,F,,SL 3A 2A,659 km,59 km/hr,22803
22805,Bhubaneswar - New De...,SF,ECoR,,,BBS,12:45,NDLS,20:55,32h 10m,16,,,,,,,S,SL 3A 2A 1A,1898 km,59 km/hr,22806
22806,New Delhi - Bhubanes...,SF,ECoR,,,NDLS,06:55,BBS,16:30,33h 35m,16,,M,,,,,,SL 3A 2A 1A,1898 km,56 km/hr,22805
22807,Santragachi - Chenna...,ACSF,SER,,,SRC,19:00,MAS,22:45,27h 45m,16,,,T,,,F,,3A 2A 1A,1654 km,59 km/hr,22808
22808,Chennai Central - Sa...,ACSF,SER,,,MAS,08:10,SRC,10:25,26h 15m,16,S,,,,T,,,3A 2A 1A,1654 km,62 km/hr,22807
22809,Paradeep - Vishakapa...,SF,ECoR,,,PRDP,22:30,VSKP,08:40,10h 10m,15,,,,W,,,,SL 3A 2A,554 km,54 km/hr,22810
22810,Visakhapatnam - Para...,SF,ECoR,,,VSKP,23:50,PRDP,09:15,9h 25m,15,S,,,,,,,SL 3A 2A,554 km,58 km/hr,22809
22811,Bhubaneswar-New Delh...,Raj,ECoR,,,BBS,11:20,NDLS,10:40,23h 20m,11,S,,,W,,,S,3A 2A 1A,1726 km,73 km/hr,22812
22812,New Delhi-Bhubaneswa...,Raj,ECoR,,,NDLS,17:05,BBS,15:55,22h 50m,12,S,M,,,,F,,3A 2A 1A,1726 km,75 km/hr,22811
22813,Santragachi - Parade...,SF,ECoR,,,SRC,20:40,PRDP,04:00,7h 20m,10,,,T,,,,,SL 3A 2A,484 km,65 km/hr,22814
22814,Paradeep - Santragac...,SF,ECoR,,,PRDP,23:55,SRC,08:45,8h 50m,10,,M,,,,,,SL 3A 2A,484 km,54 km/hr,22813
22815,Bilaspur-Ernakulam E...,SF,SECR,,,BSP,08:10,ERS,21:30,37h 20m,21,,M,,,,,,SL 3A 2A,2142 km,57 km/hr,22816
22816,Ernakulam-Bilaspur E...,SF,SECR,,,ERS,08:50,BSP,21:35,36h 45m,21,,,,W,,,,SL 3A 2A,2142 km,58 km/hr,22815
22817,Howrah-Mysuru Weekly...,SF,SER,,,HWH,16:10,MYS,04:15,36h 5m,19,,,,,,F,,SL 3A 2A,2099 km,58 km/hr,22818
22818,Mysuru - Howrah Week...,SF,SER,,,MYS,00:30,HWH,14:50,38h 20m,19,,M,,,,,,SL 3A 2A,2099 km,54 km/hr,22817
22823,Bhubaneswar-NewDelhi...,Raj,ECoR,,,BBS,09:15,NDLS,10:40,25h 25m,10,,M,T,,T,F,,3A 2A 1A,1802 km,70 km/hr,22824
22824,New Delhi-Bhubaneswa...,Raj,ECoR,,,NDLS,17:05,BBS,17:30,24h 25m,10,,,T,W,T,,S,3A 2A 1A,1808 km,74 km/hr,22823
22825,Shalimar-Chennai Cen...,SF,SER,,,SHM,12:10,MAS,17:00,28h 50m,22,,,T,,,,,SL 3A 2A,1658 km,57 km/hr,22826
22826,Chennai Central-Shal...,SF,SER,,,MAS,16:25,SHM,21:30,29h 5m,22,,,,,T,,,SL 3A 2A,1658 km,57 km/hr,22825
22827,Puri - Surat Weekly ...,SF,ECoR,,,PURI,19:45,ST,03:20,31h 35m,16,S,,,,,,,SL 3A 2A 1A,1755 km,55 km/hr,22828
22828,Surat - Puri Weekly ...,SF,ECoR,,,ST,08:30,PURI,16:10,31h 40m,16,,,T,,,,,SL 3A 2A 1A,1755 km,55 km/hr,22827
22829,Bhuj - Kolkata Shali...,SF,SER,,,BHUJ,13:40,SHM,09:55,44h 15m,29,,,T,,,,,SL 3A 2A,2436 km,55 km/hr,22830
22830,Kolkata Shalimar - B...,SF,SER,,,SHM,20:22,BHUJ,16:40,44h 18m,29,,,,,,,S,SL 3A 2A,2436 km,54 km/hr,22829
22831,Howrah-Sri Satya Sai...,SF,SER,,,HWH,15:35,SSPN,22:25,30h 50m,15,,,,W,,,,SL 3A 2A,1759 km,57 km/hr,22832
22832,Sri Satya Sai Prasha...,SF,SER,,,SSPN,07:40,HWH,14:50,31h 10m,14,,,,,,F,,SL 3A 2A,1759 km,56 km/hr,22831
22835,Shalimar - Puri Week...,SF,SER,,,SHM,20:55,PURI,05:55,9h 0m,9,,,,W,,,,SL 3A 2A,497 km,55 km/hr,22836
22836,Puri - Shalimar Week...,SF,SER,,,PURI,22:15,SHM,07:20,9h 5m,9,,,T,,,,,SL 3A 2A,497 km,54 km/hr,22835
22843,Bilaspur-Patna Weekl...,SF,SECR,,,BSP,20:35,PNBE,13:50,17h 15m,20,,,,,,F,,SL 3A 2A,965 km,55 km/hr,22844
22844,Patna - Bilaspur Wee...,SF,SECR,,,PNBE,23:55,BSP,17:25,17h 30m,20,,,,,,,S,SL 3A 2A,965 km,55 km/hr,22843
22845,Pune-Hatia Biweekly ...,SF,SER,,,PUNE,10:45,HTE,17:10,30h 25m,16,S,,,W,,,,SL 3A 2A,1774 km,58 km/hr,22846
22846,Hatia-Pune Biweekly ...,SF,SER,,,HTE,20:00,PUNE,02:45,30h 45m,16,,M,,,,F,,SL 3A 2A,1774 km,57 km/hr,22845
22847,Visakhapatnam - Mumb...,SF,ECoR,,,VSKP,08:30,LTT,13:35,29h 5m,21,S,,,,,,,SL 3A 2A,1647 km,56 km/hr,22848
22848,Mumbai LTT - Visakha...,SF,ECoR,,,LTT,00:15,VSKP,05:25,29h 10m,21,,,T,,,,,SL 3A 2A,1647 km,56 km/hr,22847
22849,Shalimar - Secundera...,SF,SER,,,SHM,12:10,SC,15:00,26h 50m,18,,,,W,,,,SL 3A 2A,1577 km,58 km/hr,22850
22850,Secunderabad - Shali...,SF,SER,,,SC,05:30,SHM,09:05,27h 35m,18,,,,,,F,,SL 3A 2A,1577 km,57 km/hr,22849
22851,Santragachi - Mangal...,SF,SER,,,SRC,15:50,MAQ,09:30,41h 40m,37,,,,,T,,,SL 3A 2A,2486 km,59 km/hr,22852
22852,Mangalore - Santraga...,SF,SER,,,MAQ,23:00,SRC,17:50,42h 50m,37,,,,,,,S,SL 3A 2A,2486 km,58 km/hr,22851
22853,Kolkata Shalimar-Vis...,SF,SER,,,SHM,18:15,VSKP,08:40,14h 25m,14,,,T,,,,,SL 3A 2A,878 km,60 km/hr,22854
22854,Visakhapatnam-Shalim...,SF,SER,,,VSKP,13:15,SHM,03:30,14h 15m,14,,,,W,,,,SL 3A 2A,878 km,61 km/hr,22853
22855,Santragachi - Tirupa...,SF,SER,,,SRC,15:50,TPTY,18:00,26h 10m,16,S,,,,,,,SL 3A 2A,1610 km,61 km/hr,22856
22856,Tirupati – Santragac...,SF,SER,,,TPTY,19:55,SRC,22:20,26h 25m,16,,M,,,,,,SL 3A 2A,1610 km,60 km/hr,22855
22857,Santragachi - Anand ...,SF,SER,,,SRC,08:50,ANVT,11:50,27h 0m,9,,M,,,,,,SL 3A 2A,1574 km,58 km/hr,22858
22858,Anand Vihar T. - San...,SF,SER,,,ANVT,13:45,SRC,17:00,27h 15m,9,,,T,,,,,SL 3A 2A,1574 km,57 km/hr,22857
22859,Puri-Chennai Central...,SF,ECoR,,,PURI,17:30,MAS,14:55,21h 25m,19,S,,,,,,,SL 3A 2A,1249 km,58 km/hr,22860
22860,Chennai Central-Puri...,SF,ECoR,,,MAS,16:25,PURI,14:55,22h 30m,19,,M,,,,,,SL 3A 2A,1249 km,55 km/hr,22859
22861,Shalimar - Adra Rajy...,SF,SER,,,SHM,06:40,ADRA,11:35,4h 55m,8,,M,,,,F,S,,281 km,57 km/hr,22862
22862,Adra - Shalimar Rajy...,SF,SER,,,ADRA,12:50,SHM,18:00,5h 10m,8,,M,,,,F,S,,281 km,54 km/hr,22861
22865,Mumbai LTT - Puri (W...,SF,ECoR,,,LTT,00:15,PURI,08:55,32h 40m,14,,,,,T,,,SL 3A 2A 1A,1849 km,56 km/hr,22866
22866,Puri - Mumbai LTT (W...,SF,ECoR,,,PURI,05:30,LTT,13:35,32h 5m,14,,,T,,,,,SL 3A 2A 1A,1850 km,57 km/hr,22865
22869,Visakhapatnam - Chen...,SF,ECoR,,,VSKP,19:20,MAS,08:55,13h 35m,11,,M,,,,,,SL 3A 2A,780 km,57 km/hr,22870
22870,Chennai Central–Visa...,SF,ECoR,,,MAS,21:10,VSKP,10:25,13h 15m,11,,,T,,,,,SL 3A 2A,780 km,58 km/hr,22869
22871,Bhubaneswar - Tirupa...,SF,ECoR,,,BBS,12:00,TPTY,09:25,21h 25m,16,S,,,,,,,SL 3A 2A,1180 km,55 km/hr,22872
22872,Tirupati - Bhubanesw...,SF,ECoR,,,TPTY,12:45,BBS,09:40,20h 55m,16,,M,,,,,,SL 3A 2A,1180 km,56 km/hr,22871
22873,Digha - Vishakapatna...,SF,ECoR,,,DGHA,17:15,VSKP,08:40,15h 25m,14,,,,,,F,,SL 3A 2A,929 km,60 km/hr,22874
22874,Visakhapatnam - Digh...,SF,ECoR,,,VSKP,17:50,DGHA,09:25,15h 35m,14,,,,,T,,,SL 3A 2A,929 km,59 km/hr,22873
22875,Kharagpur - Purulia ...,SF,SER,,,KGP,07:25,PRR,11:25,4h 0m,12,S,,,W,T,,,,208 km,51 km/hr,22876
22876,Purulia Kharagpur In...,SF,SER,,,PRR,11:55,KGP,15:50,3h 55m,12,S,,,W,T,,,,208 km,53 km/hr,22875
22877,Digha - Puri SF Expr...,SF,ECoR,,,DGHA,17:15,PURI,03:20,10h 5m,11,,,,,T,,,SL 3A 2A,547 km,54 km/hr,22878
22878,Puri - Digha SF Expr...,SF,ECoR,,,PURI,23:35,DGHA,09:25,9h 50m,11,,,,W,,,,SL 3A 2A,547 km,55 km/hr,22877
22879,Bhubaneswar - Tirupa...,SF,ECoR,,,BBS,12:00,TPTY,09:25,21h 25m,18,,,,,,,S,SL 3A 2A,1180 km,55 km/hr,22880
22880,Tirupati Bhubaneswar...,SF,ECoR,,,TPTY,12:45,BBS,09:40,20h 55m,18,S,,,,,,,SL 3A 2A,1180 km,56 km/hr,22879
22881,Pune - Bhubaneshwar ...,SF,ECoR,,,PUNE,11:15,BBS,17:20,30h 5m,12,,,,,T,,,SL 3A 2A,1703 km,56 km/hr,22882
22882,Bhubaneshwar - Pune ...,SF,ECoR,,,BBS,22:10,PUNE,05:00,30h 50m,12,,,T,,,,,SL 3A 2A,1703 km,55 km/hr,22881
22883,Puri-Yesvantpur Week...,GR,ECoR,,,PURI,15:00,YPR,20:00,29h 0m,24,,,,,,F,,3A,1504 km,51 km/hr,22884
22884,Yesvantpur-Puri Week...,GR,ECoR,,,YPR,22:40,PURI,05:55,31h 15m,25,,,,,,,S,3A,1515 km,48 km/hr,22883
22889,Samudra Kanya SF Exp...,SF,ECoR,,,DGHA,17:15,PURI,03:20,10h 5m,11,S,,,,,,,SL 3A 2A,547 km,54 km/hr,22890
22890,Samudra Kanya SF Exp...,SF,ECoR,,,PURI,23:35,DGHA,09:25,9h 50m,11,,,,,,,S,SL 3A 2A,547 km,55 km/hr,22889
22891,Howrah - Ranchi Inte...,SF,SER,,,HWH,15:10,RNC,23:00,7h 50m,12,,,,,T,F,S,2S CC,459 km,58 km/hr,22892
22892,Ranchi-Howrah Interc...,SF,SER,,,RNC,06:10,HWH,14:20,8h 10m,12,,,,,T,F,S,2S CC,459 km,56 km/hr,22891
22893,Sainagar Shirdi - Ho...,SF,SER,,,SNSI,13:55,HWH,19:30,29h 35m,15,,,,,,,S,SL 3A 2A,1791 km,60 km/hr,22894
22894,Howrah - Sainagar Sh...,SF,SER,,,HWH,14:35,SNSI,20:00,29h 25m,15,,,,,T,,,SL 3A 2A,1791 km,60 km/hr,22893
22901,Mumbai Bandra(T.) - ...,SF,WR,,,BDTS,23:25,UDZ,15:55,16h 30m,13,,,T,,T,,S,SL 3A 2A,946 km,57 km/hr,22902
22902,Udaipur - Mumbai Ban...,SF,WR,,,UDZ,21:35,BDTS,13:40,16h 5m,13,S,,,W,,F,,SL 3A 2A,946 km,58 km/hr,22901
22903,Bandra(T) - Bhuj SF ...,ACSF,WR,,,BDTS,23:55,BHUJ,13:15,13h 20m,6,S,,,W,,F,,3A 2A 1A,841 km,63 km/hr,22904
22904,Bhuj - Bandra(T) AC ...,ACSF,WR,,,BHUJ,15:05,BDTS,04:55,13h 50m,6,,M,,,T,,S,3A 2A 1A,841 km,60 km/hr,22903
22905,Okha Howrah Link Ex...,SF,WR,,,OKHA,06:40,HWH,03:35,44h 55m,28,S,,,W,T,,,SL 3A,2586 km,57 km/hr,12906-Slip
22907,Madgaon - Hapa (Week...,SF,WR,,,MAO,10:40,HAPA,10:20,23h 40m,16,,,,,,F,,SL 3A 2A,1348 km,56 km/hr,22908
22908,Hapa - Madgaon Expre...,SF,WR,,,HAPA,03:00,MAO,04:30,25h 30m,16,,,,,T,,,SL 3A 2A,1347 km,52 km/hr,22907
22909,Valsad - Puri SF Exp...,SF,WR,,,BL,19:40,PURI,10:05,38h 25m,22,,,,,T,,,SL 3A 2A,2071 km,53 km/hr,22910
22910,Puri - Valsad Weekly...,SF,WR,,,PURI,05:30,BL,19:50,38h 20m,22,S,,,,,,,SL 3A 2A,2071 km,54 km/hr,22909
22911,Shipra Express,SF,WR,,,INDB,23:30,HWH,06:45,31h 15m,32,,,T,,T,,S,SL 3A 2A,1741 km,55 km/hr,22912
22912,Shipra SF Express (P...,SF,WR,,,HWH,17:45,INDB,01:35,31h 50m,32,,M,,,T,,S,SL 3A 2A,1741 km,54 km/hr,22911
22913,Mumbai Central - New...,Prm,WR,,,BCT,16:00,NDLS,07:55,15h 55m,2,S,,,W,,F,,3A 2A,1386 km,87 km/hr,22914
