Train No,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,SU,M,TU,W,TH,F,SA,Class,Distance,Speed,Return
4421,Bandra T. - Hazrat N...,Prm,NR,15/Oct,26/Nov,BDTS,23:35,NZM,19:05,19h 30m,5,,M,,,T,,,3A 2A 1A,1367 km,70 km/hr,4422
4422,Hazrat Nizamuddin - ...,Prm,NR,14/Oct,25/Nov,NZM,21:35,BDTS,16:35,19h 0m,5,S,,,W,,,,3A 2A 1A,1367 km,71 km/hr,4421
4425,Delhi Jn. - Panipat ...,Exp,NR,01/Nov,30/Nov,DLI,06:00,PNP,08:20,2h 20m,6,S,M,T,W,T,F,S,,88 km,37 km/hr,4426
4426,Panipat - Delhi Jn. ...,Exp,NR,01/Nov,30/Nov,PNP,18:10,DLI,20:50,2h 40m,6,S,M,T,W,T,F,S,,88 km,33 km/hr,4425
4427,Lucknow - New Delhi ...,Exp,NR,12/Nov,14/Nov,LKO,21:05,NDLS,05:50,8h 45m,4,,,,,T,,S,2S SL 3A 2A,492 km,56 km/hr,4428
4428,New Delhi - Lucknow ...,Exp,NR,10/Nov,13/Nov,NDLS,21:50,LKO,06:30,8h 40m,4,,,T,,,F,,2S SL 3A 2A,492 km,56 km/hr,4427
4433,Manmad - Hazrat Niza...,ACSF,NR,13/Oct,27/Nov,MMR,17:35,NZM,15:10,21h 35m,4,,,T,,,F,,3A 2A 1A,1278 km,59 km/hr,4434
4434,Hazrat Nizamuddin - ...,ACSF,NR,12/Oct,26/Nov,NZM,19:50,MMR,16:20,20h 30m,4,,M,,,T,,,3A 2A 1A,1278 km,62 km/hr,4433
4435,Allahabad - Anand Vi...,Prm,NR,14/Oct,30/Nov,ALD,19:00,ANVT,06:20,11h 20m,3,,M,,W,,F,,SL 3A,622 km,54 km/hr,4436
4436,Anand Vihar - Allaha...,Prm,NR,13/Oct,29/Nov,ANVT,22:30,ALD,08:40,10h 10m,3,S,,T,,T,,,SL 3A,622 km,61 km/hr,4435
4437,Patna - Anand Vihar ...,Exp,NR,10/Nov,19/Nov,PNBE,12:15,ANVT,05:30,17h 15m,5,,,T,,T,F,,,987 km,57 km/hr,4438
4438,Anand Vihar - Patna ...,Exp,NR,09/Nov,15/Nov,ANVT,13:45,PNBE,10:00,20h 15m,5,S,M,,,T,,,,987 km,48 km/hr,4437
4439,Patna Jn. - Anand Vi...,SF,NR,11/Nov,20/Nov,PNBE,12:15,ANVT,05:30,17h 15m,5,,,,W,,F,S,SL 3A 2A,987 km,57 km/hr,4440
4440,Anand Vihar (T) - Pa...,SF,NR,10/Nov,16/Nov,ANVT,13:45,PNBE,10:00,20h 15m,5,,M,T,,,F,,SL 3A 2A,987 km,48 km/hr,4439
4441,Aligarh - Ghaziabad ...,Del,NR,09/Nov,16/Nov,ALJN,13:25,GZB,15:40,2h 15m,15,S,M,T,W,T,F,S,,106 km,47 km/hr,4442
4442,Ghaziabad - Aligarh ...,Del,NR,09/Nov,16/Nov,GZB,10:55,ALJN,13:15,2h 20m,15,S,M,T,W,T,F,S,,106 km,45 km/hr,4441
4451,Bhagalpur - Anand Vi...,Exp,NR,13/Nov,17/Nov,BGP,14:00,ANVT,15:15,25h 15m,9,S,M,T,,,F,S,,1209 km,47 km/hr,4452
4452,Anand Vihar - Bhaga...,Exp,NR,12/Nov,16/Nov,ANVT,10:45,BGP,12:00,25h 15m,9,S,M,,,T,F,S,,1209 km,47 km/hr,4451
4453,Gaya - Anand Vihar J...,Exp,NR,13/Nov,19/Nov,GAYA,07:00,ANVT,23:15,16h 15m,5,S,,,,T,F,S,,980 km,60 km/hr,4454
4454,Anand Vihar - Gaya ...,Exp,NR,12/Nov,15/Nov,ANVT,11:45,GAYA,05:00,17h 15m,5,S,,,,T,F,S,,980 km,56 km/hr,4453
4455,Darbhanga - Delhi Jn...,Exp,NR,13/Nov,19/Nov,DBG,12:00,DLI,12:40,24h 40m,7,S,,,,T,F,,,1139 km,46 km/hr,4456
4456,Delhi Jn. - Darbhang...,Exp,NR,12/Nov,15/Nov,DLI,12:15,DBG,10:00,21h 45m,7,S,,,,T,,S,,1139 km,52 km/hr,4455
4457,Katihar - New Delhi ...,Exp,NR,13/Nov,16/Nov,KIR,17:05,NDLS,19:00,25h 55m,11,S,M,,,,F,S,,1294 km,49 km/hr,4458
4458,New Delhi - Katihar ...,Exp,NR,12/Nov,15/Nov,NDLS,10:30,KIR,15:00,28h 30m,11,S,,,,T,F,S,,1294 km,45 km/hr,4457
4459,Lucknow - New Delhi ...,ACSF,NR,16/Nov,16/Nov,LKO,08:05,NDLS,16:10,8h 5m,3,,M,,,,,,CC Ex,492 km,60 km/hr,4460
4460,New Delhi - Lucknow ...,ACSF,NR,15/Nov,15/Nov,NDLS,09:45,LKO,18:00,8h 15m,3,S,,,,,,,CC Ex,492 km,59 km/hr,4459
4461,Patna - New Delhi Ta...,Exp,NR,20/Nov,20/Nov,PNBE,23:45,NDLS,16:30,16h 45m,6,,,,,,F,,2S SL 3A 2A,999 km,59 km/hr,4462
4462,New Delhi - Patna Ta...,Exp,NR,14/Nov,14/Nov,NDLS,22:40,PNBE,15:30,16h 50m,4,,,,,,,S,2S SL 3A 2A,999 km,59 km/hr,4461
4463,Darbhanga - New Delh...,Exp,NR,20/Nov,20/Nov,DBG,13:10,NDLS,14:30,25h 20m,9,,,,,,F,,2S SL 3A,1162 km,45 km/hr,4464
4464,New Delhi - Darbhang...,Exp,NR,14/Nov,14/Nov,NDLS,23:45,DBG,04:00,28h 15m,9,,,,,,,S,2S SL 3A,1162 km,41 km/hr,4463
4735,Bikaner - Haridwar S...,Exp,NWR,16/Oct,20/Nov,BKN,19:45,HW,10:25,14h 40m,14,,,,,,F,,SL 3A 2A,693 km,47 km/hr,4736
4736,Haridwar - Bikaner S...,Exp,NWR,17/Oct,21/Nov,HW,19:50,BKN,09:40,13h 50m,14,,,,,,,S,SL 3A 2A,693 km,50 km/hr,4735
4765,Hanumangarh - SriGan...,Pass,NWR,,31/Dec,HMH,07:00,SGNR,08:35,1h 35m,8,S,M,T,W,T,F,S,,67 km,42 km/hr,4766
4766,SriGanganagar - Hanu...,Pass,NWR,,31/Dec,SGNR,04:45,HMH,06:00,1h 15m,3,S,M,T,W,T,F,S,,67 km,53 km/hr,4765
4767,Hanumangarh - SriGan...,Pass,NWR,,31/Dec,HMH,14:30,SGNR,16:15,1h 45m,8,S,M,T,W,T,F,S,,67 km,38 km/hr,4768
4768,SriGanganagar - Han...,Pass,NWR,,31/Dec,SGNR,10:55,HMH,12:25,1h 30m,8,S,M,T,W,T,F,S,,67 km,44 km/hr,4767
4769,Hanumangarh - Shri G...,Pass,NWR,,20/Nov,HMH,17:40,SGNR,19:30,1h 50m,8,S,M,T,W,T,F,S,,67 km,36 km/hr,4770
4770,Shri Ganganagar - Ha...,Pass,NWR,,20/Nov,SGNR,15:35,HMH,17:10,1h 35m,8,S,M,T,W,T,F,S,,67 km,42 km/hr,4769
4801,Jodhpur - Jaisalmer ...,Exp,ER,,30/Dec,JU,16:45,JSM,22:20,5h 35m,9,,,,W,,,,SL 3A 2A,292 km,52 km/hr,4802
4802,Jaisalmer - Jodhpur ...,Exp,ER,,30/Dec,JSM,00:45,JU,07:00,6h 15m,9,,,,W,,,,SL 3A 2A,292 km,46 km/hr,4801
4805,Alwar - Khairthal Ex...,Exp,NWR,,31/Dec,AWR,12:55,KRH,13:20,0h 25m,1,S,M,T,W,T,F,S,,27 km,65 km/hr,4806
4806,Khairthal - Alwar Ex...,Exp,NWR,,31/Dec,KRH,13:45,AWR,14:15,0h 30m,1,S,M,T,W,T,F,S,,27 km,54 km/hr,4805
4851,Merta Road - Churu S...,DEMU,NWR,,31/Dec,MTD,06:40,CUR,13:15,6h 35m,25,S,M,T,W,T,F,S,,240 km,36 km/hr,4852
4852,Churu - Merta Road S...,DEMU,NWR,,31/Dec,CUR,15:40,MTD,22:00,6h 20m,25,S,M,T,W,T,F,S,,240 km,37 km/hr,4851
4911,Saharsa - Ambala Can...,Exp,NR,07/Oct,29/Nov,SHC,16:15,UMB,23:00,30h 45m,13,S,,,W,,,,,1320 km,42 km/hr,4912
4912,Sirhind - Saharsa Sp...,Exp,NR,,28/Nov,SIR,12:15,SHC,14:15,26h 0m,15,,,T,,,,S,,1373 km,52 km/hr,4911
4921,Saharanpur - Ambala ...,MEMU,NR,,30/Nov,SRE,04:45,UMB,06:30,1h 45m,11,S,M,T,W,T,F,S,,81 km,46 km/hr,4922
4922,Ambala Cantt - Sahar...,MEMU,NR,,30/Nov,UMB,20:45,SRE,22:40,1h 55m,11,S,M,T,W,T,F,S,,81 km,42 km/hr,4921
4923,Gorakhpur - Chandiga...,Exp,NR,18/Sep,27/Nov,GKP,22:10,CDG,14:25,16h 15m,6,,,,,,F,,2S SL 3A 2A 1A,915 km,56 km/hr,4924
4924,Chandigarh - Gorakhp...,Exp,NR,17/Sep,26/Nov,CDG,23:15,GKP,17:30,18h 15m,6,,,,,T,,,2S SL 3A 2A 1A,915 km,50 km/hr,4923
4925,Chandigarh - Ludhian...,Pass,NR,,30/Nov,CDG,13:00,LDH,15:25,2h 25m,8,S,M,T,W,T,F,S,,112 km,46 km/hr,4926
4926,Ludhiana - Chandigar...,Pass,NR,,30/Nov,LDH,09:00,CDG,12:10,3h 10m,8,S,M,T,W,T,F,S,,112 km,35 km/hr,4925
4931,Lucknow - Haridwar T...,Exp,NR,12/Oct,26/Nov,LKO,17:35,HW,02:15,8h 40m,3,,M,,,T,,,2S SL 3A,493 km,56 km/hr,4932
4932,Haridwar - Lucknow T...,Exp,NR,13/Oct,27/Nov,HW,18:30,LKO,04:35,10h 5m,3,,,T,,,F,,2S SL 3A,493 km,48 km/hr,4931
4933,Anand Vihar - Haridw...,Exp,NR,13/Oct,27/Nov,ANVT,11:10,HW,15:35,4h 25m,6,,,T,,,F,,2S SL 3A,241 km,54 km/hr,4934
4934,Haridwar - Anand Vih...,Exp,NR,13/Oct,27/Nov,HW,04:40,ANVT,09:20,4h 40m,6,,,T,,,F,,2S SL 3A,241 km,51 km/hr,4933
4941,Lucknow - Shri Mata ...,Exp,NR,21/Oct,25/Nov,LKO,15:25,SVDK,12:15,20h 50m,10,S,,,W,,,,2S SL 3A,1055 km,50 km/hr,4942
4942,Shri Mata Vaishno De...,Exp,NR,20/Oct,24/Nov,SVDK,15:40,LKO,12:40,21h 0m,10,,,T,,,,S,2S SL 3A,1055 km,50 km/hr,4941
4971,Udaipur - Jammu Tawi...,GR,NR,23/Oct,27/Nov,UDZ,11:20,JAT,13:40,26h 20m,18,,,,,,F,,3A,1271 km,48 km/hr,4972
4972,Jammu Tawi - Udaipur...,GR,NR,22/Oct,26/Nov,JAT,09:30,UDZ,09:20,23h 50m,18,,,,,T,,,3A,1271 km,53 km/hr,4971
4973,Hoshiarpur - Firozpu...,Exp,NR,20/Oct,30/Nov,HSX,05:55,FZR,11:05,5h 10m,11,S,M,T,W,T,F,S,,170 km,32 km/hr,4974
4974,Firozpur Cantt. - Ho...,Exp,NR,20/Oct,30/Nov,FZR,11:50,HSX,15:55,4h 5m,11,S,M,T,W,T,F,S,,170 km,41 km/hr,4973
4991,Pathankot - Jammu Ta...,DEMU,NR,,30/Nov,PTK,14:40,JAT,17:10,2h 30m,13,,M,T,W,T,F,,,100 km,39 km/hr,4992
4992,Jammu Tawi - Pathank...,DEMU,NR,,30/Nov,JAT,09:50,PTK,12:10,2h 20m,13,,M,T,W,T,F,,,100 km,42 km/hr,4991
4997,Varanasi - Bhatinda ...,Exp,NR,,30/Nov,BSB,21:20,BTI,18:30,21h 10m,15,,M,,,,,,2S SL 3A,1084 km,51 km/hr,4998
4998,Bhatinda - Varanasi ...,Exp,NR,,29/Nov,BTI,21:05,BSB,19:20,22h 15m,15,S,,,,,,,2S SL 3A,1084 km,48 km/hr,4997
5007,Ramnagar-Howrah Week...,Exp,NER,16/Oct,20/Nov,RMR,17:55,HWH,07:10,37h 15m,32,,,,,,F,,SL 3A 2A,1464 km,39 km/hr,5008
5008,Howrah - Ramnagar We...,Exp,NER,18/Oct,22/Nov,HWH,08:35,RMR,16:45,32h 10m,32,S,,,,,,,2S SL 3A 2A,1464 km,45 km/hr,5007
5027,Gorakhpur - Anand Vi...,Prm,NER,12/Oct,18/Nov,GKP,20:55,ANVT,11:00,14h 5m,5,,M,,W,,,,SL 3A 2A,749 km,53 km/hr,5028
5028,Anand Vihar - Gorakh...,Prm,NER,13/Oct,19/Nov,ANVT,14:00,GKP,05:10,15h 10m,5,,,T,,T,,,SL 3A 2A,749 km,49 km/hr,5027
5029,Gorakhpur - Shri Mat...,Exp,NER,16/Oct,20/Nov,GKP,20:55,SVDK,23:15,26h 20m,10,,,,,,F,,2S SL 3A 2A,1325 km,50 km/hr,5030
5030,Shri Mata Vaishno De...,Exp,NER,18/Oct,22/Nov,SVDK,03:45,GKP,06:45,27h 0m,10,S,,,,,,,2S SL 3A 2A,1325 km,49 km/hr,5029
5045,Gorakhpur - Anand Vi...,Exp,NER,03/Nov,24/Nov,GKP,15:00,ANVT,05:30,14h 30m,5,,,T,,,,,2S SL 3A 2A,749 km,51 km/hr,5046
5046,Anand Vihar - Gorakh...,Exp,NER,04/Nov,25/Nov,ANVT,07:50,GKP,23:20,15h 30m,5,,,,W,,,,2S SL 3A 2A,749 km,48 km/hr,5045
5055,Gorakhpur - Madgaon ...,Exp,NER,14/Nov,14/Nov,GKP,08:45,MAO,03:30,42h 45m,22,,,,,,,S,2S SL,2190 km,51 km/hr,5056
5057,Gorakhpur - Anand Vi...,Exp,NER,14/Nov,14/Nov,GKP,15:00,ANVT,05:30,14h 30m,5,,,,,,,S,2S SL 3A 2A,749 km,51 km/hr,5058
5058,Anand Vihar - Gorakh...,Exp,NER,15/Nov,15/Nov,ANVT,07:50,GKP,23:20,15h 30m,5,S,,,,,,,2S SL 3A 2A,749 km,48 km/hr,5057
5059,Gorakhpur - Anand Vi...,Exp,NER,15/Nov,15/Nov,GKP,15:00,ANVT,05:30,14h 30m,5,S,,,,,,,2S SL 3A 2A,749 km,51 km/hr,5060
5060,Anand Vihar - Gorakh...,Exp,NER,16/Nov,16/Nov,ANVT,07:50,GKP,23:20,15h 30m,5,,M,,,,,,2S SL 3A 2A,749 km,48 km/hr,5059
5061,Gorakhpur - Barhni S...,Exp,NER,,31/Dec,GKP,06:50,BNY,10:40,3h 50m,2,,,,,,,S,,113 km,29 km/hr,5062
5062,Barhni - Gorakhpur S...,Exp,NER,,31/Dec,BNY,16:30,GKP,19:45,3h 15m,2,,,,,,,S,,113 km,34 km/hr,5061
5065,Chhapra - Lucknow Jn...,Exp,NER,,,CPR,19:30,LJN,08:15,12h 45m,12,S,,T,,,,,SL 3A,504 km,39 km/hr,5066
5066,Lucknow Jn - Chhapra...,Exp,NER,,,LJN,20:25,CPR,08:25,12h 0m,12,,M,,,,,S,SL 3A,504 km,41 km/hr,5065
5101,Chhapra - Delhi Jans...,Exp,NER,18/Oct,22/Nov,CPR,16:00,DLI,11:55,19h 55m,8,S,,,,,,,,953 km,47 km/hr,5102
5102,Delhi - Chhapra Jans...,Exp,NER,19/Oct,23/Nov,DLI,13:55,CPR,10:55,21h 0m,8,,M,,,,,,,953 km,45 km/hr,5101
5105,Gorakhpur - Basti Sp...,Exp,NER,,31/Dec,GKP,11:20,BST,12:55,1h 35m,2,,M,T,W,T,F,S,,63 km,40 km/hr,5106
5106,Basti - Gorakhpur Sp...,Exp,NER,,31/Dec,BST,13:40,GKP,15:35,1h 55m,2,,M,T,W,T,F,S,,63 km,33 km/hr,5105
5115,Chhapra - Shri Mata ...,Exp,NER,,17/Nov,CPR,10:30,SVDK,15:55,29h 25m,17,,,T,,,,,2S SL 3A 2A,1520 km,51 km/hr,5116
5116,Shri Mata Vaishno De...,Exp,NER,,19/Nov,SVDK,03:45,CPR,11:40,31h 55m,17,,,,,T,,,2S SL 3A 2A,1520 km,47 km/hr,5115
5227,Howrah - Muzaffarpur...,Exp,ECR,15/Nov,22/Nov,HWH,06:00,MFP,18:30,12h 30m,11,S,,,,,,,SL 3A 2A,550 km,44 km/hr,5228
5228,Muzaffarpur - Howrah...,Exp,ECR,14/Nov,21/Nov,MFP,14:50,HWH,03:00,12h 10m,11,,,,,,,S,SL 3A 2A,550 km,45 km/hr,5227
5305,Farrukkhabad - Kanpu...,Exp,NER,,,FBD,11:00,CPA,14:30,3h 30m,9,S,M,T,W,T,F,S,,137 km,39 km/hr,5306
5306,Kanpur Anwarganj - F...,Exp,NER,,,CPA,15:00,FBD,18:20,3h 20m,9,S,M,T,W,T,F,S,,137 km,41 km/hr,5305
5309,Bareilly - Lalkuan S...,Exp,NER,,,BC,19:35,LKU,21:30,1h 55m,4,S,M,T,W,T,F,S,,82 km,42 km/hr,5310
5310,Lalkuan - Bareilly S...,Exp,NER,,,LKU,17:15,BC,19:15,2h 0m,4,S,M,T,W,T,F,S,,82 km,40 km/hr,5309
5527,Jaynagar - Anand Vih...,Exp,ECR,20/Nov,24/Nov,JYG,13:00,ANVT,16:20,27h 20m,13,,,T,,,F,,,1183 km,43 km/hr,5528
5528,Anand Vihar - Jayna...,Exp,ECR,21/Nov,25/Nov,ANVT,19:25,JYG,23:15,27h 50m,13,,,,W,,,S,,1183 km,42 km/hr,5527
5609,Guwahati - Gorakhpur...,Exp,NFR,16/Oct,20/Nov,GHY,21:00,GKP,21:35,24h 35m,22,,,,,,F,,2S SL 3A 2A,1171 km,47 km/hr,5610
5610,Gorakhpur - Guwahati...,Exp,NFR,17/Oct,21/Nov,GKP,23:30,GHY,23:55,24h 25m,22,,,,,,,S,2S SL 3A 2A,1171 km,47 km/hr,5609
5613,Jhalawar City - Kota...,Pass,WCR,,01/Dec,JLWC,06:00,KOTA,08:05,2h 5m,9,S,M,T,W,T,F,S,,97 km,46 km/hr,5614
5614,Kota Jn - Jhalawar C...,Pass,WCR,,30/Nov,KOTA,19:10,JLWC,21:30,2h 20m,6,S,M,T,W,T,F,S,,97 km,41 km/hr,5613
5617,Dekargaon - Naharlag...,Exp,NFR,10/Sep,30/Nov,DKGN,14:15,NHLN,19:15,5h 0m,9,S,M,T,W,T,F,S,SL 3A 2A,181 km,36 km/hr,5618
5618,Naharlagun - Dekarga...,Exp,NFR,10/Sep,30/Nov,NHLN,08:00,DKGN,13:30,5h 30m,9,S,M,T,W,T,F,S,SL 3A 2A,181 km,32 km/hr,5617
5655,Kamakhya - Shri Mata...,Exp,NFR,15/Nov,06/Dec,KYQ,10:45,SVDK,16:00,53h 15m,37,S,,,,,,,2S SL 3A 2A,2560 km,48 km/hr,5656
5656,Shri Mata Vaishno De...,Exp,NFR,18/Nov,09/Dec,SVDK,03:40,KYQ,12:30,56h 50m,37,,,,W,,,,2S SL 3A 2A,2560 km,45 km/hr,5655
5715,New Jalpaiguri - Kis...,Exp,NFR,,,NJP,03:00,KNE,05:10,2h 10m,0,,M,,,,,,,87 km,40 km/hr,5716
5716,Kishanganj - New Jal...,Exp,NFR,,,KNE,04:00,NJP,06:30,2h 30m,0,,,,W,T,,S,,87 km,34 km/hr,5715
5717,Katihar - Firozpur S...,Exp,NFR,15/Oct,19/Nov,KIR,09:15,FZR,19:10,33h 55m,21,,,,,T,,,2S SL 3A 2A,1689 km,49 km/hr,5718
5718,Firozpur - Katihar S...,Exp,NFR,16/Oct,20/Nov,FZR,22:35,KIR,11:30,36h 55m,21,,,,,,F,,2S SL 3A 2A,1689 km,45 km/hr,5717
5725,New Jalpaiguri - New...,Exp,NFR,,30/Nov,NJP,09:50,NCB,13:45,3h 55m,5,S,M,T,W,T,F,S,SL,126 km,32 km/hr,5726
5726,New Cooch Behar - Ne...,Exp,NFR,,30/Nov,NCB,16:45,NJP,20:15,3h 30m,5,S,M,T,W,T,F,S,SL,126 km,35 km/hr,5725
5817,Alipur Duar - Dhubri...,Exp,NFR,,29/Nov,APDJ,15:55,DBB,19:05,3h 10m,7,S,,T,,,F,,SL,100 km,31 km/hr,5818
5818,Dhubri - Alipur Duar...,Exp,NFR,,29/Nov,DBB,05:50,APDJ,08:45,2h 55m,7,S,,T,,T,,,SL,100 km,34 km/hr,5817
5941,Kolkata Chitpur - Di...,Exp,NFR,13/Oct,24/Nov,KOAA,07:40,DBRG,18:00,34h 20m,21,,,T,,,,,2S SL 3A 2A,1535 km,44 km/hr,5942
5942,Dibrugarh - Kolkata ...,Exp,NFR,11/Oct,22/Nov,DBRG,22:00,KOAA,06:15,32h 15m,21,S,,,,,,,2S SL 3A 2A,1535 km,47 km/hr,5941
5967,Rangiya - Dibrugarh ...,Exp,NFR,,30/Nov,RNY,05:45,DBRG,21:55,16h 10m,26,,M,T,,T,,S,2S,605 km,37 km/hr,5968
5968,Dibrugarh - Rangiya ...,Exp,NFR,,30/Nov,DBRG,05:00,RNY,19:30,14h 30m,26,S,M,,W,,F,,2S,605 km,41 km/hr,5967
6099,Chennai Egmore - Tir...,Exp,SR,13/Nov,25/Dec,MS,21:05,TEN,10:45,13h 40m,12,,,,,,F,,SL 3A 2A,650 km,47 km/hr,
6100,Tirunelveli - Chenna...,Exp,SR,29/Nov,29/Nov,TEN,14:45,MS,04:20,13h 35m,13,S,,,,,,,SL 3A 2A,650 km,47 km/hr,
6101,Thiruvananthapuram -...,SF,SR,25/Nov,25/Nov,TVC,19:00,MAS,11:30,16h 30m,18,,,,W,,,,SL 3A 2A,917 km,55 km/hr,6102
6102,Chennai Central - Th...,SF,SR,26/Nov,26/Nov,MAS,15:15,TVC,07:45,16h 30m,17,,,,,T,,,SL 3A 2A,917 km,55 km/hr,6101
6105,Chennai Central - Th...,SF,SR,12/Nov,12/Nov,MAS,15:15,TVC,07:45,16h 30m,17,,,,,T,,,SL 3A 2A,917 km,55 km/hr,624
6107,Chennai Central - Ko...,Exp,SR,16/Nov,30/Nov,MAS,18:20,QLN,11:30,17h 10m,15,,M,,W,,,,SL 3A 2A,852 km,49 km/hr,6108
6108,Kollam - Chennai Cen...,Exp,SR,17/Nov,26/Nov,QLN,17:00,MAS,09:40,16h 40m,16,,,T,,T,,,SL 3A 2A,852 km,51 km/hr,6107
6109,Chennai Central - Er...,SF,SR,13/Nov,25/Dec,MAS,19:00,ERS,05:00,10h 0m,5,,,,,,F,,SL 3A 2A,699 km,69 km/hr,
6110,Ernakulam - Chennai ...,SF,SR,29/Nov,29/Nov,ERS,23:30,MAS,09:30,10h 0m,5,S,,,,,,,SL 3A 2A,699 km,69 km/hr,
6111,Chennai Egmore - Coi...,Exp,SR,09/Nov,09/Nov,MS,10:15,CBE,21:00,10h 45m,15,,M,,,,,,SL 3A,512 km,47 km/hr,6112
6112,Coimbatore - Chennai...,Exp,SR,11/Nov,11/Nov,CBE,05:30,MS,16:15,10h 45m,16,,,,W,,,,SL 3A,512 km,47 km/hr,6111
6114,Santragachi - Tiruch...,SF,SR,10/Nov,10/Nov,SRC,13:00,TPJ,21:30,32h 30m,18,,,T,,,,,SL 3A 2A,1995 km,61 km/hr,6113
6115,Nagercoil - Patna Sp...,Exp,SR,09/Nov,09/Nov,NCJ,08:15,PNBE,15:15,55h 0m,28,,M,,,,,,SL 3A 2A,3076 km,55 km/hr,6116
6116,Patna - Nagercoil Sp...,Exp,SR,12/Nov,12/Nov,PNBE,10:00,NCJ,16:45,54h 45m,28,,,,,T,,,SL 3A 2A,3076 km,56 km/hr,6115
6120,Chennai Egmore - Tir...,DEMU,SR,07/Nov,09/Nov,MS,07:00,TEN,23:15,16h 15m,20,,M,,,,,S,,714 km,43 km/hr,6121
6121,Tirunelveli - Chenna...,DEMU,SR,08/Nov,11/Nov,TEN,09:20,MS,23:50,14h 30m,20,S,,,W,,,,,714 km,49 km/hr,6120
6122,Thiruvananthapuram -...,SF,SR,02/Dec,13/Jan,TVC,19:00,MAS,11:30,16h 30m,18,,,,W,,,,SL 3A 2A,917 km,55 km/hr,6123
6123,Chennai Central - Th...,SF,SR,03/Dec,07/Jan,MAS,15:15,TVC,07:45,16h 30m,17,,,,,T,,,SL 3A 2A,920 km,55 km/hr,6122
6124,Chennai Central - Ko...,Exp,SR,02/Dec,11/Jan,MAS,18:20,QLN,11:30,17h 10m,15,,M,,W,,,,SL 3A 2A,852 km,49 km/hr,6125
6125,Kollam - Chennai Cen...,Exp,SR,01/Dec,14/Jan,QLN,17:00,MAS,09:40,16h 40m,16,,,T,,T,,,SL 3A 2A,852 km,51 km/hr,6124
6127,Howrah - Chennai Sup...,SF,SER,11/Nov,11/Nov,HWH,11:25,MAS,17:00,29h 35m,13,,,,W,,,,SL 3A,1661 km,56 km/hr,6128
6128,Chennai Central - Ho...,SF,SR,09/Nov,09/Nov,MAS,17:20,HWH,22:45,29h 25m,12,,M,,,,,,SL 3A,1661 km,56 km/hr,6127
6129,Chennai Central - Pa...,Exp,SR,14/Nov,14/Nov,MAS,23:00,PNBE,15:15,40h 15m,16,,,,,,,S,SL,2347 km,58 km/hr,
6228,Talaguppa Mysuru Sli...,Exp,SWR,,,TLGP,20:15,MYS,07:00,10h 45m,12,S,M,T,W,T,F,S,SL,373 km,34 km/hr,7301
6335,Guwahati - Kochuveli...,Exp,SR,,27/Jan,GHY,23:25,KCVL,22:30,71h 5m,55,,,,W,,,,SL,3624 km,50 km/hr,6336
6336,Kochuveli – Guwahati...,Exp,SR,,24/Jan,KCVL,12:00,GHY,08:15,68h 15m,55,S,,,,,,,SL,3624 km,53 km/hr,6335
6539,Ramanagaram - Bengal...,DEMU,SWR,,,RMGM,18:35,SBC,19:50,1h 15m,7,,M,T,W,T,F,S,,45 km,35 km/hr,6540
6540,Bengaluru City - Ram...,DEMU,SWR,,,SBC,16:30,RMGM,17:40,1h 10m,7,,M,T,W,T,F,S,,45 km,38 km/hr,6539
6541,Yesvantpur – Pandhar...,Exp,SWR,,23/Nov,YPR,18:00,PVR,11:35,17h 35m,12,,M,,,T,,,SL 3A 2A 1A,881 km,50 km/hr,6542
6542,Pandharpur - Yesvant...,Exp,SWR,,24/Nov,PVR,13:35,YPR,06:20,16h 45m,12,,,T,,,F,,SL 3A 2A 1A,881 km,52 km/hr,6541
6591,Yesvantpur - Hosur P...,Pass,SWR,,,YPR,06:30,HSRA,08:00,1h 30m,6,,M,T,W,T,F,S,,66 km,44 km/hr,6592
6592,Hosur-Yesvantpur Pas...,DEMU,SWR,,,HSRA,08:15,YPR,09:50,1h 35m,7,,M,T,W,T,F,S,,66 km,41 km/hr,76523
6595,Yesvantpur - Chikbal...,DEMU,SWR,,,YPR,10:35,CBP,12:15,1h 40m,9,,M,T,W,T,F,S,,58 km,34 km/hr,6596
6596,Chikballapur - Yesva...,DEMU,SWR,,,CBP,12:40,YPR,14:25,1h 45m,9,,M,T,W,T,F,S,,58 km,33 km/hr,6595
6606,Kasaragod - Kannur P...,Pass,SR,,,KGQ,18:55,CAN,20:55,2h 0m,10,S,M,T,W,T,F,S,,86 km,43 km/hr,6607
6607,Kannur - Kasaragod P...,Pass,SR,,,CAN,04:15,KGQ,06:35,2h 20m,10,S,M,T,W,T,F,S,,86 km,36 km/hr,6606
6709,Pollachi - Palani Pa...,Pass,SR,,,POY,15:15,PLNI,16:40,1h 25m,5,S,M,T,W,T,F,S,,63 km,44 km/hr,6710
6710,Palani - Pollachi Pa...,Pass,SR,,,PLNI,10:50,POY,12:25,1h 35m,5,S,M,T,W,T,F,S,,63 km,39 km/hr,6709
6731,Ernakulam Jn. - Thri...,MEMU,SR,,,ERS,06:30,TRTR,06:50,0h 20m,0,,M,T,W,T,F,S,,10 km,28 km/hr,
6732,Thripunithura - Aluv...,MEMU,SR,,,TRTR,08:10,AWY,09:05,0h 55m,3,,M,T,W,T,F,S,,27 km,28 km/hr,
